source_file,excel_row,approval,start_date,end_date,marketing_channel,campaign_name_description,discount_level,code_type,unique_code_count,vanity_code,auto_or_manual,new_customer_only,exclusions,combinable,stackable_with_loyalty,campaign_id,disclaimer_details,notes,completed,inferred_scope,max_discount_percent
COUPON TRACKER_20260817.xlsx,101,Yes confirmed 3/27/24,2024-04-10,2025-01-06,Influencer,Ambassador Program: stampoilsmama,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,SP2024-TC-AMBASSADOR-15OFF-BATCH3,"Extra 15% off your purchase. Valid through 1/6/25 at 11:59 pm PST. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Excludes Hanna-Me-Downs resale transactions. Not valid on final sale, clearance, giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one use per customer, can not be combined with other offers. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,15.0
COUPON TRACKER_20260817.xlsx,102,Yes confirmed 3/27/24,2024-04-10,2025-01-06,Influencer,Ambassador Program: angielambert15,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,SP2024-TC-AMBASSADOR-15OFF-BATCH3,"Extra 15% off your purchase. Valid through 1/6/25 at 11:59 pm PST. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Excludes Hanna-Me-Downs resale transactions. Not valid on final sale, clearance, giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one use per customer, can not be combined with other offers. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,15.0
COUPON TRACKER_20260817.xlsx,103,Yes confirmed 3/27/24,2024-04-10,2025-01-06,Influencer,Ambassador Program: kerry.daehn6,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,SP2024-TC-AMBASSADOR-15OFF-BATCH3,"Extra 15% off your purchase. Valid through 1/6/25 at 11:59 pm PST. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Excludes Hanna-Me-Downs resale transactions. Not valid on final sale, clearance, giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one use per customer, can not be combined with other offers. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,15.0
COUPON TRACKER_20260817.xlsx,104,Yes confirmed 3/27/24,2024-04-10,2025-01-06,Influencer,Ambassador Program: doreensstylediary,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,SP2024-TC-AMBASSADOR-15OFF-BATCH3,"Extra 15% off your purchase. Valid through 1/6/25 at 11:59 pm PST. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Excludes Hanna-Me-Downs resale transactions. Not valid on final sale, clearance, giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one use per customer, can not be combined with other offers. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,15.0
COUPON TRACKER_20260817.xlsx,105,Yes confirmed 3/27/24,2024-04-10,2025-01-06,Influencer,Ambassador Program: lenora.tee,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,SP2024-TC-AMBASSADOR-15OFF-BATCH3,"Extra 15% off your purchase. Valid through 1/6/25 at 11:59 pm PST. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Excludes Hanna-Me-Downs resale transactions. Not valid on final sale, clearance, giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one use per customer, can not be combined with other offers. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,15.0
COUPON TRACKER_20260817.xlsx,106,Yes confirmed 3/27/24,2024-04-10,2025-01-06,Influencer,Ambassador Program: momlifepnw,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,SP2024-TC-AMBASSADOR-15OFF-BATCH3,"Extra 15% off your purchase. Valid through 1/6/25 at 11:59 pm PST. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Excludes Hanna-Me-Downs resale transactions. Not valid on final sale, clearance, giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one use per customer, can not be combined with other offers. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,15.0
COUPON TRACKER_20260817.xlsx,117,Yes confirmed 4/10/24,2024-04-11,2024-04-16,Affiliate,Affiliate: 30% off your order,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,"Clearance and Final Sale; 1-time use per customer, not stackable. Bluey and baby bundles.",No,Yes,SU2024-TC-AFFILIATE-SPRING30,"30% off your purchase with code SPRING30. Valid on a single purchase through 11:59pm PT on 4/16/2024. Apply code at checkout for discount. Offer cannot be combined with additional coupon offers. Cannot be applied to previous purchase, no price adjustments. Not valid on select items: clearance, final sale, shipping or taxes. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance|Baby,30.0
COUPON TRACKER_20260817.xlsx,107,Yes confirmed 4/10/24,2024-04-12,2025-01-06,Influencer,Ambassador Program: jessicabmathie,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,SP2024-TC-AMBASSADOR-15OFF-BATCH3,"Extra 15% off your purchase. Valid through 1/6/25 at 11:59 pm PST. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Excludes Hanna-Me-Downs resale transactions. Not valid on final sale, clearance, giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one use per customer, can not be combined with other offers. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,15.0
COUPON TRACKER_20260817.xlsx,108,Yes confirmed 4/10/24,2024-04-17,2025-01-06,Influencer,Ambassador Program: kellync,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,SP2024-TC-AMBASSADOR-15OFF-BATCH4,"Extra 15% off your purchase. Valid through 1/6/25 at 11:59 pm PST. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Excludes Hanna-Me-Downs resale transactions. Not valid on final sale, clearance, giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one use per customer, can not be combined with other offers. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,15.0
COUPON TRACKER_20260817.xlsx,109,Yes confirmed 4/10/24,2024-04-17,2025-01-06,Influencer,Ambassador Program: our.blog.life,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,SP2024-TC-AMBASSADOR-15OFF-BATCH4,"Extra 15% off your purchase. Valid through 1/6/25 at 11:59 pm PST. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Excludes Hanna-Me-Downs resale transactions. Not valid on final sale, clearance, giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one use per customer, can not be combined with other offers. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,15.0
COUPON TRACKER_20260817.xlsx,110,Yes confirmed 4/10/24,2024-04-17,2025-01-06,Influencer,Ambassador Program: laur_diamantas,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,SP2024-TC-AMBASSADOR-15OFF-BATCH4,"Extra 15% off your purchase. Valid through 1/6/25 at 11:59 pm PST. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Excludes Hanna-Me-Downs resale transactions. Not valid on final sale, clearance, giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one use per customer, can not be combined with other offers. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,15.0
COUPON TRACKER_20260817.xlsx,112,Yes confirmed 4/10/24,2024-04-17,2025-01-06,Influencer,Ambassador Program: raisingthwildboys,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,SP2024-TC-AMBASSADOR-15OFF-BATCH4,"Extra 15% off your purchase. Valid through 1/6/25 at 11:59 pm PST. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Excludes Hanna-Me-Downs resale transactions. Not valid on final sale, clearance, giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one use per customer, can not be combined with other offers. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,15.0
COUPON TRACKER_20260817.xlsx,113,Yes confirmed 4/10/24,2024-04-18,2025-01-06,Influencer,Ambassador Program: wildheartmamas,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,SP2024-TC-AMBASSADOR-15OFF-BATCH4,"Extra 15% off your purchase. Valid through 1/6/25 at 11:59 pm PST. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Excludes Hanna-Me-Downs resale transactions. Not valid on final sale, clearance, giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one use per customer, can not be combined with other offers. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,15.0
COUPON TRACKER_20260817.xlsx,121,"Yes, confirmed 4/16/24",2024-04-18,2024-04-23,Affiliate,Affiliate Exclusive Offer: 25% off your order,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,SU2024-TC-AFFILIATE-EXCLUSIVE25,"25% off your order through code EXCLUSIVE25. Valid through 4/23/2024 at 11:59PM PST. Code must be entered at checkout for discount. Exclusions may apply. Not valid with other offers or codes. Cannot be applied to previous purchases, no price adjustments. Offer does not apply to shipping or taxes. Not redeemable for gift cards, cash, or credit. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,25.0
COUPON TRACKER_20260817.xlsx,111,Yes confirmed 4/10/24 - starting 4/17,2024-04-20,2024-04-24,Site,Summer New Arrivals 25% off with Code,Product Level,Vanity,Vanity,Vanity,Manually Applied,No,Only applies to new summer launch product (offer list will be passed to site),No,Yes,SU2024-PEC-SITE-SUMMER25,"Extra 25% off select Summer new arrivals with code SUMMER25. Valid through 4/24/2024 at 11:59PM PST. Code must be entered at checkout for discount. Exclusions may apply. Not valid with other offers or codes. Cannot be applied to previous purchases, no price adjustments. Offer does not apply to shipping or taxes. Not redeemable for gift cards, cash, or credit. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,New Arrivals,25.0
COUPON TRACKER_20260817.xlsx,122,"Yes, confirmed 4/16/24",2024-04-21,2024-04-22,CRM,Spring Cleaning Event - Extra 20% Off Clearance & Sale product,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,Final Sale,No,Yes,SU2024-TC-CRM-CLEANING20,"Extra 20% off Clearance. Valid through 11:59pm PT on 4/22/2023. Discount taken at checkout with code CLEANING20. Offer cannot be combined with additional coupon offers. Cannot be applied to previous purchase, no price adjustments. Not valid on select items: final sale, shipping or taxes. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,20.0
COUPON TRACKER_20260817.xlsx,114,Yes confirmed 4/10/24,2024-04-23,2025-01-06,Influencer,Ambassador Program: the.walkerfam,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,SP2024-TC-AMBASSADOR-15OFF-BATCH4,"Extra 15% off your purchase. Valid through 1/6/25 at 11:59 pm PST. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Excludes Hanna-Me-Downs resale transactions. Not valid on final sale, clearance, giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one use per customer, can not be combined with other offers. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,15.0
COUPON TRACKER_20260817.xlsx,115,Yes confirmed 4/10/24,2024-04-23,2025-01-06,Influencer,Ambassador Program: gizweezy,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,SP2024-TC-AMBASSADOR-15OFF-BATCH4,"Extra 15% off your purchase. Valid through 1/6/25 at 11:59 pm PST. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Excludes Hanna-Me-Downs resale transactions. Not valid on final sale, clearance, giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one use per customer, can not be combined with other offers. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,15.0
COUPON TRACKER_20260817.xlsx,116,Yes confirmed 4/10/24,2024-04-23,2024-04-25,Influencer,15% Off Entire Order: Milestones & Motherhood,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,"Clearance, Final Sale",No,Yes,SP2024-TC-INFLUENCER-MILESTONES15,"Extra 15% off your purchase. Valid through 4/16/25 at 11:59 pm PST. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Excludes Hanna-Me-Downs resale transactions. Not valid on final sale, clearance, giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one use per customer, can not be combined with other offers. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,15.0
COUPON TRACKER_20260817.xlsx,123,Yes confirmed 5/16,2024-04-28,2024-08-24,CCC Customer Appeasement Q2,20% off $100,Order Level,Unique,Unique,Unique,Manually Applied,No,,No,Yes,SU2024-CCC-PS-APPEASEMENT-Q2,"20% off orders $100 or more with code. Valid through 11:59pm PT on 8/24/2024. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Not valid on select items: Giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one offer code per order. Excludes Hanna-Me-Downs resale transactions. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,,20.0
COUPON TRACKER_20260817.xlsx,124,Yes confirmed 5/16,2024-04-28,2024-08-24,CCC Customer Appeasement Q2,10% off Entire Order,Order Level,Unique,Unique,Unique,Manually Applied,No,,No,Yes,SU2024-CCC-PS-APPEASEMENT-Q2,"10% off order with code. Valid through 11:59pm PT on 8/24/2024. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Not valid on select items: Giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one offer code per order. Excludes Hanna-Me-Downs resale transactions. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,,10.0
COUPON TRACKER_20260817.xlsx,125,Yes confirmed 5/16,2024-04-28,2024-08-24,CCC Customer Appeasement Q2,25% off Entire Order,Order Level,Unique,Unique,Unique,Manually Applied,No,,No,Yes,SU2024-CCC-PS-APPEASEMENT-Q2,"25% off entire order with code. Valid through 11:59pm PT on 8/24/2024. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Not valid on select items: Giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one offer code per order. Excludes Hanna-Me-Downs resale transactions. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,,25.0
COUPON TRACKER_20260817.xlsx,126,Yes confirmed 5/16,2024-04-28,2024-08-24,CCC Customer Appeasement Q2,$5 Free Ship,Order Level,Unique,Unique,Unique,Manually Applied,No,,No,Yes,SU2024-CCC-PS-APPEASEMENT-Q2,Free standard shipping is valid on orders shipped to a single U.S. address (excluding AK and HI) through 11:59 PM PST on 8/24/24. Not valid on previous orders. Hanna Andersson reserves the right to make changes to promotions at any time.,,Yes,Dresses,
COUPON TRACKER_20260817.xlsx,127,Yes confirmed 5/16,2024-04-28,2024-08-24,CCC Customer Appeasement Q2,$10 Expired Hanna Reward,Order Level,Unique,Unique,Unique,Manually Applied,No,,No,Yes,SU2024-CCC-PS-APPEASEMENT-Q2,"$10 off: Valid through 11:59pm PT on 8/24/2024. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Not valid on select items: giftcards, hipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one offer code per order. Excludes Hanna-Me-Downs resale transactions. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,,
COUPON TRACKER_20260817.xlsx,128,Yes confirmed 5/16,2024-04-28,2024-08-24,CCC Customer Appeasement Q2,15% off Entire Order,Order Level,Unique,Unique,Unique,Manually Applied,No,,No,Yes,SU2024-CCC-PS-APPEASEMENT-Q2,"15% off order with code. Valid through 11:59pm PT on 8/24/2024. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Not valid on select items: Giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one offer code per order. Excludes Hanna-Me-Downs resale transactions. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,,15.0
COUPON TRACKER_20260817.xlsx,129,Yes confirmed 5/16,2024-04-28,2024-08-24,CCC Customer Appeasement Q2,20% off Entire Order,Order Level,Unique,Unique,Unique,Manually Applied,No,,No,Yes,SU2024-CCC-PS-APPEASEMENT-Q2,"20% off order with code. Valid through 11:59pm PT on 8/24/2024. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Not valid on select items: Giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one offer code per order. Excludes Hanna-Me-Downs resale transactions. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,,20.0
COUPON TRACKER_20260817.xlsx,130,Yes confirmed 5/16,2024-04-28,2024-08-24,PS Customer Appeasement Q2,20% off $100,Order Level,Unique,Unique,Unique,Manually Applied,No,,No,Yes,SU2024-CCC-PS-APPEASEMENT-Q2,"Valid through 11:59pm PT on 8/24/2024. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Not valid on select items: giftcards, hipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one offer code per order. Excludes Hanna-Me-Downs resale transactions. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,,20.0
COUPON TRACKER_20260817.xlsx,131,Yes confirmed 5/16,2024-04-28,2024-08-24,PS Customer Appeasement Q2,10% off Entire Order,Order Level,Unique,Unique,Unique,Manually Applied,No,,No,Yes,SU2024-CCC-PS-APPEASEMENT-Q2,"10% off order with code. Valid through 11:59pm PT on 8/24/2024. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Not valid on select items: Giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one offer code per order. Excludes Hanna-Me-Downs resale transactions. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,,10.0
COUPON TRACKER_20260817.xlsx,132,Yes confirmed 5/16,2024-04-28,2024-08-24,PS Customer Appeasement Q2,25% off Entire Order,Order Level,Unique,Unique,Unique,Manually Applied,No,,No,Yes,SU2024-CCC-PS-APPEASEMENT-Q2,"25% off entire order with code. Valid through 11:59pm PT on 8/24/2024. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Not valid on select items: Giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one offer code per order. Excludes Hanna-Me-Downs resale transactions. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,,25.0
COUPON TRACKER_20260817.xlsx,133,Yes confirmed 5/16,2024-04-28,2024-08-24,PS Customer Appeasement Q2,15% off Entire Order,Order Level,Unique,Unique,Unique,Manually Applied,No,,No,Yes,SU2024-CCC-PS-APPEASEMENT-Q2,"15% off order with code. Valid through 11:59pm PT on 8/24/2024. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Not valid on select items: Giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one offer code per order. Excludes Hanna-Me-Downs resale transactions. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,,15.0
COUPON TRACKER_20260817.xlsx,134,Yes confirmed 5/16,2024-04-28,2024-08-24,PS Customer Appeasement Q2,20% off Entire Order,Order Level,Unique,Unique,Unique,Manually Applied,No,,No,Yes,SU2024-CCC-PS-APPEASEMENT-Q2,"20% off order with code. Valid through 11:59pm PT on 8/24/2024. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Not valid on select items: Giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one offer code per order. Excludes Hanna-Me-Downs resale transactions. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,,20.0
COUPON TRACKER_20260817.xlsx,80,Yes confirmed 4/11/24,2024-04-30,2024-05-03,Email,Targeted Offer during Friends and Family to 0-6M Sleep and Collab Customers,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,SU2024-TC-EMAIL-FF20,"Extra 20% off Your Purchase: Valid through 11:59pm PT on 5/3/2023. Discount taken at checkout with code FF20. Exclusions apply. Offer cannot be combined with additional coupon or offers. Cannot be applied to previous purchase, no price adjustments. Not valid on select items: clearance, final sale, shipping or taxes. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Sleep/PJs|Clearance|Sitewide,20.0
COUPON TRACKER_20260817.xlsx,81,Yes confirmed 3/22/24,2024-05-04,2024-05-04,Site,May the 4th Be With You: Extra 20% off Star Wars,Product Level,Vanity,Vanity,Vanity,Manually Applied,No,Final Sale (and non-Star Wars product),No,Yes,SP2024-PEC-SITE-MT4,"20% off Star Wars. Valid one day only through 5/4/24 at 11:59PM PST. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Excludes Hanna-Me-Downs resale transactions. Not valid on final sale, giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one use per customer, cannot be combined with other offers. Not redeemable for gift cards, cash, credit, or towards previous purchases. Not valid to international customers. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,20.0
COUPON TRACKER_20260817.xlsx,160,Yes confirmed 5/9,2024-05-07,2024-05-18,Affiliate,Affiliate Extra 20% Off Order | Between FF & MDW Sales,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,Su2024-TC-AFFILIATE-SUNNY20,"Extra 20% off Your Purchase: Valid through 11:59pm PT on 5/18/2024. Discount taken at checkout with code SUNNY20. Offer cannot be combined with additional coupon offers. Cannot be applied to previous purchase, no price adjustments. Not valid on select items: clearance, final sale, shipping or taxes. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,20.0
COUPON TRACKER_20260817.xlsx,162,Yes confirmed 5/21,2024-05-08,2024-05-20,Influencer,7daysofplay Influencer Promo - 15% Off Entire Order,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,SU2024-TC-INFLUENCER-7DAYSOFPLAY,"15% off with code. Valid through 11:59pm PT on 5/20/24. Discount taken with code at checkout. Not valid on: final sale, clearance, international orders, giftcards, shipping or taxes. Excludes Hanna-Me-Downs resale transactions. To redeem, enter code in the promo code box during checkout. Limit of one use per customer, cannot be combined with other offers. Not redeemable for gift cards, cash, credit, or towards previous purchases, no price adjustments. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,15.0
COUPON TRACKER_20260817.xlsx,118,Yes confirmed 4/18/24,2024-05-09,2024-05-31,Loyalty,Loyalty May $10 Birthday Coupon Test,Order Level,Unique,Unique,Unique,Manually Applied,No,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,SU2024-TC-LOYALTY-BDAY10,"$10 off entire order with unique code. Valid through 11:59pm PT on 5/31/2024. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Not valid on select items: Final Sale, giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one offer code per order and one code per customer. Excludes Hanna-Me-Downs resale transactions. Not redeemable for gift cards, cash, credit, or towards previous purchases. Not valid in retail stores or outlets. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,
COUPON TRACKER_20260817.xlsx,120,Yes confirmed 5/7,2024-05-11,2024-05-12,Loyalty,Loyalty Targeted Extra 20% Off,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,SU2024-TC-LOYALTY-REWARDS20,"Extra 20% off Your Purchase: Valid through 11:59pm PT on 5/3/2024. Discount taken at checkout with code REWARDS20. Offer cannot be combined with additional coupon offers. Cannot be applied to previous purchase, no price adjustments. Not valid on select items: clearance, final sale, shipping or taxes. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,20.0
COUPON TRACKER_20260817.xlsx,159,Yes confirmed 5/21,2024-05-13,2024-05-18,Influencer,Jess Keys Influencer Promo - 15% Off Entire Order,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,SU2024-TC-INFLUENCER-JESSKEYS,"Extra 15% off order with code. Valid through 11:59pm PT on 5/18/2024. Discount taken at checkout with code JESSKEYS. Offer cannot be combined with additional coupon offers. Cannot be applied to previous purchase, no price adjustments. Not valid on select items: final sale, clearance, shipping or taxes. Not redeemable for gift cards, cash, credit, or towards previous purchases. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,15.0
COUPON TRACKER_20260817.xlsx,161,Yes confirmed 5/21,2024-05-13,2024-05-20,Influencer,Maria Roberts Influencer Promo - 15% Off Entire Order,Order Level,Vanity,Vanity,Vanity,Manually Applied,No,"Clearance and Final Sale; 1-time use per customer, not stackable",No,Yes,SU2024-TC-INFLUENCER-MARIAROBERTS,"Extra 15% off your purchase. Valid through 5/20/24 at 11:59 pm PST. Discount taken with code at checkout. Cannot be combined with other offers or applied to previous purchases. Excludes Hanna-Me-Downs resale transactions. Not valid on final sale, clearance, giftcards, shipping or taxes. To redeem, enter code in the promo code box during checkout. Limit of one use per customer, can not be combined with other offers. Not redeemable for gift cards, cash, credit, or towards previous purchases. Not valid to international customers. Hanna Andersson reserves the right to modify or cancel this offer at any time.",,Yes,Clearance,15.0
